Name,Postal,Median Household Income,Poverty Percent All Ages,State FIPS,County FIPS,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound
Midland County,TX,"53,482",14.4,48,329,"16,342","22,660",12.1,16.7,"8,263","6,817","9,709",22.3,18.4,26.2,"5,648","4,630","6,666",21.6,17.7,25.5,"50,826","56,138"
Milam County,TX,"36,799",19.8,48,331,"3,893","5,707",16.1,23.5,"1,888","1,474","2,302",29.8,23.3,36.3,"1,287",997,"1,577",27.7,21.5,33.9,"34,082","39,516"
Mills County,TX,"36,108",17.2,48,333,624,"1,020",13.1,21.3,315,236,394,27.8,20.9,34.7,219,166,272,26.8,20.3,33.3,"32,642","39,574"
Mitchell County,TX,"34,877",23.3,48,335,"1,238","2,018",17.7,28.9,509,389,629,28.3,21.6,35.0,345,263,427,26.6,20.3,32.9,"31,780","37,974"
Montague County,TX,"42,415",16.1,48,337,"2,457","3,787",12.7,19.5,"1,100",835,"1,365",24.8,18.8,30.8,736,556,916,22.9,17.3,28.5,"39,045","45,785"
Montgomery County,TX,"65,483",11.5,48,339,"45,900","59,046",10.1,12.9,"20,093","16,865","23,321",16.0,13.4,18.6,"12,876","10,649","15,103",14.0,11.6,16.4,"63,012","67,954"
Moore County,TX,"44,680",15.0,48,341,"2,602","3,916",12.0,18.0,"1,612","1,283","1,941",23.2,18.5,27.9,"1,056",833,"1,279",21.5,17.0,26.0,"41,323","48,037"
Morris County,TX,"34,451",19.2,48,343,"1,913","2,999",15.0,23.4,943,725,"1,161",31.7,24.4,39.0,629,483,775,29.4,22.6,36.2,"31,206","37,696"
Motley County,TX,"35,672",16.7,48,345,153,251,12.7,20.7,67,51,83,25.2,19.1,31.3,46,35,57,23.4,17.7,29.1,"32,637","38,707"
Nacogdoches County,TX,"35,854",25.5,48,347,"12,999","17,283",21.9,29.1,"4,959","4,236","5,682",33.3,28.4,38.2,"3,165","2,653","3,677",30.2,25.3,35.1,"32,852","38,856"
Navarro County,TX,"37,864",21.5,48,349,"8,472","11,684",18.1,24.9,"4,169","3,436","4,902",33.1,27.3,38.9,"2,732","2,252","3,212",29.9,24.7,35.1,"35,271","40,457"
Newton County,TX,"36,429",23.3,48,351,"2,513","3,859",18.4,28.2,"1,042",797,"1,287",31.6,24.2,39.0,708,542,874,28.7,22.0,35.4,"33,088","39,770"
Nolan County,TX,"33,981",20.1,48,353,"2,268","3,698",15.3,24.9,"1,278",966,"1,590",32.7,24.7,40.7,829,619,"1,039",29.7,22.2,37.2,"31,452","36,510"
Nueces County,TX,"41,899",20.0,48,355,"59,043","74,913",17.6,22.4,"26,953","23,245","30,661",31.1,26.8,35.4,"17,763","15,034","20,492",28.2,23.9,32.5,"39,497","44,301"
Ochiltree County,TX,"50,979",12.7,48,357,989,"1,575",9.8,15.6,609,463,755,19.1,14.5,23.7,411,314,508,18.4,14.1,22.7,"46,231","55,727"
Oldham County,TX,"43,739",13.4,48,359,182,302,10.1,16.7,119,89,149,25.5,19.1,31.9,69,52,86,19.0,14.3,23.7,"39,524","47,954"
Orange County,TX,"45,264",15.1,48,361,"10,122","14,324",12.5,17.7,"4,628","3,599","5,657",23.0,17.9,28.1,"3,148","2,463","3,833",21.3,16.7,25.9,"41,966","48,562"
Palo Pinto County,TX,"39,595",16.8,48,363,"3,626","5,720",13.0,20.6,"1,871","1,419","2,323",27.2,20.6,33.8,"1,288",985,"1,591",25.9,19.8,32.0,"36,003","43,187"
Panola County,TX,"48,621",13.8,48,365,"2,509","3,969",10.7,16.9,"1,187",903,"1,471",20.5,15.6,25.4,826,633,"1,019",19.4,14.9,23.9,"44,806","52,436"
Parker County,TX,"57,092",12.0,48,367,"11,483","15,941",10.0,14.0,"5,228","4,316","6,140",17.7,14.6,20.8,"3,524","2,902","4,146",15.9,13.1,18.7,"52,596","61,588"
Parmer County,TX,"38,619",14.9,48,369,"1,178","1,856",11.6,18.2,682,520,844,21.3,16.2,26.4,476,363,589,20.8,15.9,25.7,"35,158","42,080"
Pecos County,TX,"39,118",22.1,48,371,"2,383","3,575",17.7,26.5,"1,056",837,"1,275",27.8,22.0,33.6,731,583,879,27.9,22.3,33.5,"35,697","42,539"
Polk County,TX,"38,747",19.6,48,373,"6,544","9,538",16.0,23.2,"2,950","2,313","3,587",31.4,24.6,38.2,"2,033","1,603","2,463",29.8,23.5,36.1,"35,652","41,842"
Potter County,TX,"35,323",24.5,48,375,"24,813","31,279",21.7,27.3,"11,976","10,265","13,687",36.0,30.9,41.1,"8,011","6,747","9,275",34.8,29.3,40.3,"32,539","38,107"
Presidio County,TX,"30,357",23.6,48,377,"1,422","2,298",18.0,29.2,846,632,"1,060",37.3,27.9,46.7,583,432,734,34.5,25.6,43.4,"27,395","33,319"
Rains County,TX,"40,966",16.7,48,379,"1,368","2,232",12.7,20.7,654,496,812,28.1,21.3,34.9,451,343,559,25.7,19.6,31.8,"37,129","44,803"
Randall County,TX,"57,862",8.7,48,381,"8,599","12,185",7.2,10.2,"3,318","2,584","4,052",11.2,8.7,13.7,"2,237","1,725","2,749",10.4,8.0,12.8,"54,775","60,949"
Reagan County,TX,"48,667",11.7,48,383,298,476,9.0,14.4,158,121,195,15.6,11.9,19.3,110,84,136,15.0,11.5,18.5,"44,067","53,267"
Real County,TX,"31,490",24.1,48,385,617,937,19.2,29.0,293,227,359,45.1,34.9,55.3,203,156,250,43.6,33.5,53.7,"28,496","34,484"
Red River County,TX,"32,128",19.2,48,387,"1,851","2,999",14.7,23.7,863,648,"1,078",31.7,23.8,39.6,600,455,745,30.1,22.8,37.4,"29,284","34,972"
Reeves County,TX,"32,623",32.2,48,389,"2,668","4,200",25.0,39.4,"1,133",872,"1,394",36.2,27.9,44.5,769,589,949,34.7,26.6,42.8,"29,483","35,763"
Refugio County,TX,"39,582",17.8,48,391,"1,019","1,549",14.1,21.5,466,359,573,26.5,20.4,32.6,315,240,390,23.9,18.2,29.6,"36,218","42,946"
Roberts County,TX,"58,372",6.9,48,393,49,79,5.3,8.5,21,16,26,8.9,6.7,11.1,15,11,19,9.2,7.0,11.4,"52,710","64,034"
Robertson County,TX,"36,935",21.6,48,395,"2,821","4,263",17.2,26.0,"1,409","1,114","1,704",33.9,26.8,41.0,955,754,"1,156",31.7,25.0,38.4,"34,412","39,458"
Rockwall County,TX,"81,113",6.4,48,397,"3,838","6,096",5.0,7.8,"2,132","1,632","2,632",9.1,7.0,11.2,"1,443","1,110","1,776",8.2,6.3,10.1,"77,430","84,796"
Runnels County,TX,"32,628",23.1,48,399,"1,969","2,803",19.1,27.1,898,730,"1,066",34.5,28.0,41.0,627,513,741,32.8,26.8,38.8,"29,556","35,700"
Rusk County,TX,"43,318",15.3,48,401,"5,678","9,074",11.8,18.8,"2,894","2,219","3,569",23.6,18.1,29.1,"1,975","1,518","2,432",22.4,17.2,27.6,"39,851","46,785"
Sabine County,TX,"34,034",18.5,48,403,"1,557","2,433",14.4,22.6,647,492,802,30.6,23.3,37.9,446,341,551,28.5,21.8,35.2,"31,083","36,985"
San Augustine County,TX,"31,729",21.2,48,405,"1,377","2,249",16.1,26.3,637,482,792,34.9,26.4,43.4,436,331,541,32.2,24.5,39.9,"28,657","34,801"
San Jacinto County,TX,"42,770",19.1,48,407,"3,909","6,111",14.9,23.3,"1,963","1,548","2,378",31.4,24.8,38.0,"1,336","1,049","1,623",28.8,22.6,35.0,"39,322","46,218"
San Patricio County,TX,"44,307",21.1,48,409,"11,491","15,397",18.0,24.2,"5,680","4,779","6,581",31.7,26.7,36.7,"3,860","3,250","4,470",29.2,24.6,33.8,"40,540","48,074"
San Saba County,TX,"34,264",21.0,48,411,876,"1,418",16.0,26.0,425,322,528,34.2,25.9,42.5,288,219,357,32.8,24.9,40.7,"31,210","37,318"
Schleicher County,TX,"32,831",17.5,48,413,459,753,13.3,21.7,270,204,336,24.7,18.7,30.7,186,140,232,24.7,18.6,30.8,"29,708","35,954"
Scurry County,TX,"44,063",17.4,48,415,"2,082","3,228",13.6,21.2,998,768,"1,228",24.0,18.5,29.5,678,523,833,23.3,18.0,28.6,"40,039","48,087"
Shackelford County,TX,"42,685",13.5,48,417,345,551,10.4,16.6,169,128,210,20.7,15.7,25.7,115,87,143,19.3,14.6,24.0,"38,717","46,653"
Shelby County,TX,"34,490",21.9,48,419,"4,531","6,521",17.9,25.9,"2,190","1,797","2,583",33.1,27.2,39.0,"1,359","1,078","1,640",28.8,22.9,34.7,"31,709","37,271"
Sherman County,TX,"41,518",12.5,48,421,287,459,9.6,15.4,154,117,191,16.9,12.8,21.0,108,82,134,15.5,11.8,19.2,"37,532","45,504"
Smith County,TX,"44,249",15.0,48,423,"26,392","35,336",12.8,17.2,"11,529","9,330","13,728",21.7,17.6,25.8,"7,744","6,150","9,338",20.3,16.1,24.5,"41,265","47,233"
Somervell County,TX,"49,582",10.7,48,425,691,"1,091",8.3,13.1,377,289,465,17.1,13.1,21.1,259,198,320,15.5,11.9,19.1,"45,111","54,053"
Starr County,TX,"24,497",39.2,48,427,"20,235","27,107",33.5,44.9,"11,284","9,555","13,013",54.7,46.3,63.1,"8,263","7,088","9,438",54.7,46.9,62.5,"22,448","26,546"
Stephens County,TX,"38,002",20.0,48,429,"1,393","2,209",15.5,24.5,705,541,869,31.0,23.8,38.2,475,363,587,29.1,22.2,36.0,"34,416","41,588"
Sterling County,TX,"49,064",12.4,48,431,104,168,9.5,15.3,52,39,65,19.0,14.4,23.6,36,27,45,18.9,14.3,23.5,"44,824","53,304"
Stonewall County,TX,"36,687",17.2,48,433,193,315,13.0,21.4,89,68,110,26.3,20.0,32.6,62,47,77,24.5,18.6,30.4,"33,191","40,183"
Sutton County,TX,"51,386",13.4,48,435,410,680,10.1,16.7,251,191,311,22.0,16.7,27.3,172,131,213,20.8,15.8,25.8,"46,688","56,084"
Swisher County,TX,"33,786",20.9,48,437,"1,184","1,842",16.4,25.4,616,471,761,30.0,22.9,37.1,417,319,515,29.1,22.3,35.9,"30,542","37,030"
Tarrant County,TX,"52,482",14.4,48,439,"243,724","273,466",13.6,15.2,"104,120","96,000","112,240",20.7,19.1,22.3,"69,787","63,540","76,034",19.4,17.7,21.1,"51,437","53,527"
Taylor County,TX,"41,558",17.9,48,441,"19,487","25,935",15.4,20.4,"7,713","6,177","9,249",24.3,19.5,29.1,"4,795","3,792","5,798",21.9,17.3,26.5,"39,337","43,779"
Terrell County,TX,"35,683",15.2,48,443,115,189,11.6,18.8,53,40,66,23.1,17.5,28.7,35,26,44,22.6,17.0,28.2,"32,201","39,165"
Terry County,TX,"34,495",21.9,48,445,"1,880","3,158",16.3,27.5,"1,136",860,"1,412",34.8,26.3,43.3,775,591,959,34.4,26.3,42.5,"31,337","37,653"
Throckmorton County,TX,"37,273",14.7,48,447,183,297,11.2,18.2,94,71,117,25.3,19.2,31.4,64,49,79,23.2,17.6,28.8,"33,723","40,823"
Titus County,TX,"37,818",20.7,48,449,"5,540","7,724",17.3,24.1,"2,901","2,334","3,468",29.5,23.7,35.3,"1,912","1,511","2,313",27.7,21.9,33.5,"34,642","40,994"
Tom Green County,TX,"39,004",19.2,48,451,"17,618","22,968",16.7,21.7,"6,942","5,781","8,103",27.0,22.5,31.5,"4,626","3,811","5,441",25.8,21.3,30.3,"36,469","41,539"
Travis County,TX,"51,905",18.8,48,453,"179,330","200,292",17.8,19.8,"59,737","54,872","64,602",24.5,22.5,26.5,"38,334","34,635","42,033",22.9,20.7,25.1,"50,794","53,016"
Trinity County,TX,"34,045",18.2,48,455,"2,021","3,267",13.9,22.5,963,726,"1,200",32.0,24.1,39.9,663,502,824,30.4,23.0,37.8,"31,176","36,914"
Tyler County,TX,"37,914",19.9,48,457,"2,988","4,836",15.2,24.6,"1,201",916,"1,486",28.3,21.6,35.0,812,618,"1,006",26.0,19.8,32.2,"34,790","41,038"
Upshur County,TX,"42,508",16.3,48,459,"5,014","7,600",13.0,19.6,"2,421","1,874","2,968",25.5,19.8,31.2,"1,612","1,235","1,989",23.0,17.6,28.4,"40,088","44,928"
Upton County,TX,"47,407",15.7,48,461,395,639,12.0,19.4,211,159,263,23.2,17.5,28.9,146,110,182,22.1,16.7,27.5,"43,078","51,736"
Uvalde County,TX,"31,941",26.4,48,463,"5,667","8,005",21.9,30.9,"3,197","2,570","3,824",42.3,34.0,50.6,"2,032","1,585","2,479",36.7,28.6,44.8,"29,112","34,770"
Val Verde County,TX,"36,647",26.8,48,465,"10,550","14,676",22.4,31.2,"5,719","4,771","6,667",39.8,33.2,46.4,"3,766","3,070","4,462",36.4,29.7,43.1,"33,358","39,936"
Van Zandt County,TX,"41,476",16.8,48,467,"7,247","10,173",14.0,19.6,"2,913","2,272","3,554",23.6,18.4,28.8,"1,992","1,546","2,438",21.5,16.7,26.3,"38,471","44,481"
Victoria County,TX,"46,566",18.2,48,469,"13,332","17,742",15.6,20.8,"6,336","5,268","7,404",28.0,23.3,32.7,"4,174","3,403","4,945",25.8,21.0,30.6,"43,433","49,699"
Walker County,TX,"37,160",25.9,48,471,"11,280","15,384",21.9,29.9,"2,987","2,343","3,631",27.0,21.2,32.8,"1,907","1,468","2,346",24.4,18.8,30.0,"34,451","39,869"
Waller County,TX,"46,313",20.4,48,473,"6,701","9,507",16.9,23.9,"2,975","2,389","3,561",28.1,22.6,33.6,"1,967","1,561","2,373",26.4,21.0,31.8,"42,878","49,748"
Ward County,TX,"41,625",20.1,48,475,"1,722","2,494",16.4,23.8,779,614,944,27.4,21.6,33.2,510,398,622,24.9,19.4,30.4,"37,926","45,324"
Washington County,TX,"44,245",14.8,48,477,"3,832","5,638",12.0,17.6,"1,716","1,398","2,034",23.3,19.0,27.6,"1,179",959,"1,399",22.1,18.0,26.2,"40,196","48,294"
Webb County,TX,"34,878",31.5,48,479,"69,620","86,930",28.0,35.0,"36,612","32,465","40,759",41.7,37.0,46.4,"24,630","21,530","27,730",38.9,34.0,43.8,"32,722","37,034"
Wharton County,TX,"36,097",19.1,48,481,"6,436","9,210",15.7,22.5,"2,913","2,328","3,498",26.6,21.3,31.9,"1,902","1,490","2,314",23.9,18.7,29.1,"33,130","39,064"
Wheeler County,TX,"41,228",13.6,48,483,571,891,10.6,16.6,288,220,356,21.1,16.1,26.1,195,149,241,20.1,15.4,24.8,"37,445","45,011"
Wichita County,TX,"39,299",17.1,48,485,"17,586","23,386",14.7,19.5,"6,865","5,573","8,157",22.9,18.6,27.2,"4,920","4,060","5,780",23.4,19.3,27.5,"37,605","40,993"
Wilbarger County,TX,"38,913",17.1,48,487,"1,775","2,735",13.5,20.7,866,668,"1,064",25.6,19.8,31.4,571,438,704,24.1,18.5,29.7,"36,225","41,601"
Willacy County,TX,"28,307",36.9,48,489,"5,438","8,490",28.8,45.0,"2,747","2,140","3,354",46.8,36.5,57.1,"1,957","1,540","2,374",45.4,35.7,55.1,"25,624","30,990"
Williamson County,TX,"66,152",7.9,48,491,"29,103","37,769",6.9,8.9,"13,300","10,955","15,645",11.0,9.1,12.9,"8,516","6,928","10,104",9.8,8.0,11.6,"63,720","68,584"
Wilson County,TX,"55,992",12.1,48,493,"4,027","6,245",9.5,14.7,"1,996","1,556","2,436",17.8,13.9,21.7,"1,324","1,023","1,625",15.4,11.9,18.9,"52,294","59,690"
Winkler County,TX,"45,237",16.4,48,495,886,"1,406",12.7,20.1,476,363,589,22.9,17.4,28.4,322,245,399,22.1,16.8,27.4,"41,103","49,371"
Wise County,TX,"52,117",12.5,48,497,"5,754","8,692",10.0,15.0,"2,693","2,099","3,287",17.8,13.9,21.7,"1,797","1,390","2,204",16.0,12.4,19.6,"49,054","55,180"
Wood County,TX,"40,149",18.3,48,499,"6,302","8,676",15.4,21.2,"2,821","2,391","3,251",33.9,28.7,39.1,"1,773","1,452","2,094",28.8,23.6,34.0,"37,310","42,988"
Yoakum County,TX,"48,953",14.8,48,501,882,"1,428",11.3,18.3,520,394,646,21.1,16.0,26.2,364,277,451,20.8,15.9,25.7,"44,418","53,488"
Young County,TX,"40,490",17.6,48,503,"2,569","3,861",14.1,21.1,"1,154",896,"1,412",26.2,20.3,32.1,776,601,951,24.2,18.7,29.7,"36,694","44,286"
Zapata County,TX,"29,915",32.3,48,505,"3,585","5,473",25.6,39.0,"2,229","1,777","2,681",46.6,37.2,56.0,"1,499","1,188","1,810",44.9,35.6,54.2,"27,095","32,735"
Zavala County,TX,"22,948",36.9,48,507,"3,218","5,124",28.5,45.3,"1,867","1,429","2,305",51.2,39.2,63.2,"1,255",956,"1,554",48.3,36.8,59.8,"20,729","25,167"
Utah,UT,"54,740",13.3,49,000,"352,107","373,271",12.9,13.7,"137,407","130,952","143,862",15.9,15.2,16.6,"89,067","83,469","94,665",14.9,14.0,15.8,"54,150","55,330"
Beaver County,UT,"44,077",13.4,49,001,729,"1,041",11.0,15.8,406,327,485,18.2,14.7,21.7,249,195,303,15.3,12.0,18.6,"39,794","48,360"
Box Elder County,UT,"55,534",9.4,49,003,"3,702","5,620",7.5,11.3,"2,164","1,672","2,656",12.9,10.0,15.8,"1,367","1,035","1,699",11.6,8.8,14.4,"51,777","59,291"
Cache County,UT,"47,367",15.8,49,005,"15,167","19,479",13.8,17.8,"5,841","4,822","6,860",16.4,13.5,19.3,"3,704","3,002","4,406",15.4,12.5,18.3,"45,434","49,300"
Carbon County,UT,"45,244",15.1,49,007,"2,506","3,786",12.0,18.2,"1,083",825,"1,341",19.2,14.6,23.8,690,513,867,17.6,13.1,22.1,"41,296","49,192"
Daggett County,UT,"41,248",6.3,49,009,48,78,4.8,7.8,15,11,19,5.6,4.2,7.0,10,7,13,5.1,3.8,6.4,"37,753","44,743"
Davis County,UT,"64,840",8.0,49,011,"20,963","28,191",6.8,9.2,"10,869","8,994","12,744",10.4,8.6,12.2,"7,028","5,717","8,339",9.6,7.8,11.4,"62,297","67,383"
Duchesne County,UT,"53,196",12.5,49,013,"1,778","2,804",9.7,15.3,955,727,"1,183",15.4,11.7,19.1,626,473,779,14.8,11.2,18.4,"48,772","57,620"
Emery County,UT,"51,205",11.6,49,015,965,"1,581",8.8,14.4,562,422,702,16.2,12.2,20.2,378,282,474,15.4,11.5,19.3,"47,276","55,134"
Garfield County,UT,"42,668",11.2,49,017,414,708,8.3,14.1,270,204,336,20.1,15.2,25.0,178,133,223,18.5,13.9,23.1,"39,365","45,971"
Grand County,UT,"39,726",14.9,49,019,"1,041","1,697",11.3,18.5,533,402,664,25.5,19.2,31.8,351,263,439,23.7,17.7,29.7,"36,203","43,249"
Iron County,UT,"39,980",20.9,49,021,"7,928","11,010",17.5,24.3,"3,735","3,037","4,433",27.0,22.0,32.0,"2,571","2,104","3,038",27.0,22.1,31.9,"36,807","43,153"
Juab County,UT,"51,917",12.2,49,023,959,"1,513",9.5,14.9,660,500,820,17.4,13.2,21.6,451,339,563,16.5,12.4,20.6,"48,968","54,866"
Kane County,UT,"43,939",12.8,49,025,704,"1,100",10.0,15.6,355,275,435,20.4,15.8,25.0,242,186,298,19.5,15.0,24.0,"40,186","47,692"
Millard County,UT,"45,810",13.9,49,027,"1,328","2,136",10.6,17.2,810,605,"1,015",20.1,15.0,25.2,544,402,686,18.6,13.7,23.5,"42,010","49,610"
Morgan County,UT,"71,484",5.4,49,029,390,630,4.1,6.7,223,167,279,6.7,5.0,8.4,153,114,192,6.3,4.7,7.9,"65,021","77,947"
Piute County,UT,"35,233",20.1,49,031,240,372,15.8,24.4,144,109,179,32.5,24.5,40.5,98,74,122,30.0,22.6,37.4,"31,808","38,658"
Rich County,UT,"51,902",11.2,49,033,194,314,8.6,13.8,114,86,142,16.3,12.3,20.3,78,58,98,16.4,12.3,20.5,"46,968","56,836"
Salt Lake County,UT,"56,664",13.7,49,035,"131,153","148,197",12.9,14.5,"52,591","47,857","57,325",17.8,16.2,19.4,"33,581","30,083","37,079",16.3,14.6,18.0,"55,455","57,873"
San Juan County,UT,"37,259",25.2,49,037,"2,921","4,427",20.0,30.4,"1,384","1,030","1,738",27.5,20.5,34.5,928,686,"1,170",25.3,18.7,31.9,"33,685","40,833"
Sanpete County,UT,"39,999",18.4,49,039,"3,796","5,664",14.8,22.0,"1,756","1,354","2,158",21.6,16.7,26.5,"1,195",919,"1,471",20.7,15.9,25.5,"36,491","43,507"
Sevier County,UT,"44,830",14.7,49,041,"2,394","3,644",11.7,17.7,"1,323","1,020","1,626",20.5,15.8,25.2,859,657,"1,061",18.4,14.1,22.7,"40,798","48,862"
Summit County,UT,"74,535",7.6,49,043,"2,167","3,349",6.0,9.2,"1,195",895,"1,495",11.9,8.9,14.9,811,600,"1,022",10.7,7.9,13.5,"68,273","80,797"
Tooele County,UT,"60,541",9.0,49,045,"4,183","6,277",7.2,10.8,"2,413","1,861","2,965",11.6,9.0,14.2,"1,575","1,209","1,941",10.6,8.1,13.1,"56,317","64,765"
Uintah County,UT,"54,090",14.3,49,047,"3,859","5,329",12.0,16.6,"1,834","1,490","2,178",17.2,14.0,20.4,"1,230",997,"1,463",17.0,13.8,20.2,"49,950","58,230"
Utah County,UT,"54,385",14.7,49,049,"68,335","80,743",13.5,15.9,"23,775","20,087","27,463",13.1,11.1,15.1,"15,289","12,596","17,982",12.5,10.3,14.7,"52,460","56,310"
Wasatch County,UT,"61,593",7.9,49,051,"1,386","2,298",6.0,9.8,"1,042",779,"1,305",13.1,9.8,16.4,700,520,880,12.4,9.2,15.6,"57,536","65,650"
Washington County,UT,"48,247",14.7,49,053,"16,812","23,410",12.3,17.1,"9,004","7,252","10,756",22.1,17.8,26.4,"6,123","4,916","7,330",21.6,17.3,25.9,"45,629","50,865"
Wayne County,UT,"42,456",15.1,49,055,324,512,11.7,18.5,183,139,227,22.0,16.7,27.3,124,93,155,19.4,14.5,24.3,"38,803","46,109"
Weber County,UT,"53,612",13.7,49,057,"27,838","35,246",12.1,15.3,"12,168","10,267","14,069",17.7,14.9,20.5,"7,934","6,575","9,293",16.6,13.8,19.4,"51,342","55,882"
Vermont,VT,"49,393",12.4,50,000,"71,172","78,268",11.8,13.0,"20,036","18,373","21,699",15.9,14.6,17.2,"12,762","11,254","14,270",13.6,12.0,15.2,"48,253","50,533"
Addison County,VT,"51,967",12.0,50,001,"3,300","4,918",9.6,14.4,"1,067",805,"1,329",14.6,11.0,18.2,658,485,831,12.0,8.8,15.2,"48,239","55,695"
Bennington County,VT,"47,161",13.8,50,003,"3,849","5,939",10.9,16.7,"1,561","1,200","1,922",21.2,16.3,26.1,921,669,"1,173",16.9,12.3,21.5,"43,515","50,807"
Caledonia County,VT,"40,219",16.1,50,005,"3,947","5,719",13.1,19.1,"1,431","1,092","1,770",21.8,16.6,27.0,913,669,"1,157",19.0,13.9,24.1,"36,937","43,501"
Chittenden County,VT,"56,016",11.8,50,007,"15,248","19,330",10.4,13.2,"3,664","2,953","4,375",11.9,9.6,14.2,"2,266","1,765","2,767",10.0,7.8,12.2,"52,658","59,374"
Essex County,VT,"34,947",17.2,50,009,837,"1,327",13.3,21.1,317,232,402,26.5,19.4,33.6,207,148,266,22.3,15.9,28.7,"31,905","37,989"
Franklin County,VT,"51,296",11.9,50,011,"4,557","6,671",9.7,14.1,"1,793","1,344","2,242",15.5,11.6,19.4,"1,162",854,"1,470",13.7,10.1,17.3,"48,400","54,192"
Grand Isle County,VT,"54,907",8.1,50,013,402,728,5.8,10.4,205,146,264,14.8,10.6,19.0,137,97,177,12.9,9.1,16.7,"50,607","59,207"
Lamoille County,VT,"47,994",13.3,50,015,"2,601","3,757",10.9,15.7,896,664,"1,128",16.6,12.3,20.9,584,424,744,15.1,10.9,19.3,"44,199","51,789"
Orange County,VT,"48,008",12.5,50,017,"2,828","4,258",10.0,15.0,"1,019",755,"1,283",17.3,12.8,21.8,657,473,841,14.9,10.7,19.1,"44,431","51,585"
Orleans County,VT,"36,515",17.0,50,019,"3,570","5,382",13.6,20.4,"1,376","1,019","1,733",24.4,18.1,30.7,902,652,"1,152",21.6,15.6,27.6,"33,803","39,227"
Rutland County,VT,"43,600",13.2,50,021,"6,360","9,218",10.8,15.6,"1,931","1,417","2,445",16.7,12.2,21.2,"1,310",955,"1,665",15.2,11.1,19.3,"40,366","46,834"
Washington County,VT,"51,334",10.8,50,023,"4,899","7,423",8.6,13.0,"1,687","1,276","2,098",14.0,10.6,17.4,"1,025",744,"1,306",11.5,8.4,14.6,"47,616","55,052"
Windham County,VT,"43,045",12.8,50,025,"4,376","6,690",10.1,15.5,"1,548","1,130","1,966",18.1,13.2,23.0,997,708,"1,286",15.6,11.1,20.1,"39,634","46,456"
Windsor County,VT,"48,804",10.2,50,027,"4,411","6,897",8.0,12.4,"1,539","1,130","1,948",14.0,10.3,17.7,"1,023",738,"1,308",12.3,8.9,15.7,"45,344","52,264"
Virginia,VA,"60,665",11.1,51,000,"848,523","882,969",10.9,11.3,"266,606","257,069","276,143",14.6,14.1,15.1,"172,606","164,452","180,760",13.1,12.5,13.7,"60,222","61,108"
Accomack County,VA,"37,312",20.5,51,001,"5,681","7,763",17.3,23.7,"1,956","1,558","2,354",28.7,22.9,34.5,"1,246",938,"1,554",25.4,19.1,31.7,"34,037","40,587"
Albemarle County,VA,"61,845",9.1,51,003,"6,880","9,958",7.4,10.8,"2,107","1,565","2,649",10.0,7.4,12.6,"1,397","1,033","1,761",9.0,6.7,11.3,"57,552","66,138"
Alleghany County,VA,"43,110",13.1,51,005,"1,614","2,578",10.1,16.1,689,516,862,20.4,15.3,25.5,447,331,563,17.3,12.8,21.8,"39,128","47,092"
Amelia County,VA,"49,057",11.4,51,007,"1,088","1,776",8.7,14.1,467,345,589,16.8,12.4,21.2,308,226,390,15.2,11.2,19.2,"44,770","53,344"
Amherst County,VA,"42,063",13.6,51,009,"3,323","5,119",10.7,16.5,"1,291",956,"1,626",18.9,14.0,23.8,833,611,"1,055",16.5,12.1,20.9,"38,838","45,288"
Appomattox County,VA,"44,479",14.1,51,011,"1,617","2,581",10.9,17.3,717,539,895,21.8,16.4,27.2,469,348,590,18.9,14.0,23.8,"40,862","48,096"
Arlington County,VA,"93,231",7.2,51,013,"12,212","17,594",5.9,8.5,"3,392","2,650","4,134",10.4,8.1,12.7,"2,204","1,700","2,708",10.6,8.2,13.0,"89,046","97,416"
Augusta County,VA,"50,534",9.5,51,015,"5,388","8,080",7.6,11.4,"2,038","1,536","2,540",13.2,9.9,16.5,"1,279",942,"1,616",11.0,8.1,13.9,"47,835","53,233"
Bath County,VA,"41,266",11.2,51,017,399,641,8.6,13.8,123,91,155,15.7,11.6,19.8,80,58,102,12.7,9.3,16.1,"37,408","45,124"
Bedford County,VA,"51,656",9.8,51,019,"5,401","7,933",7.9,11.7,"1,947","1,472","2,422",12.9,9.7,16.1,"1,239",919,"1,559",10.6,7.9,13.3,"48,084","55,228"
Bland County,VA,"39,975",15.0,51,021,713,"1,121",11.7,18.3,214,159,269,18.0,13.4,22.6,140,104,176,15.4,11.4,19.4,"36,312","43,638"
Botetourt County,VA,"63,528",6.5,51,023,"1,601","2,661",4.9,8.1,646,474,818,8.8,6.4,11.2,433,315,551,7.6,5.5,9.7,"58,941","68,115"
Brunswick County,VA,"36,806",20.5,51,025,"2,379","3,861",15.6,25.4,888,658,"1,118",26.9,20.0,33.8,597,440,754,24.0,17.7,30.3,"33,495","40,117"
Buchanan County,VA,"29,712",24.8,51,027,"4,606","6,746",20.1,29.5,"1,497","1,192","1,802",34.9,27.8,42.0,"1,036",831,"1,241",32.6,26.2,39.0,"27,284","32,140"
